date,product,category,region,sales_amount,quantity,profit
2022-12-06,Pen Pack,Office Supplies,Central,115.03,3,15.73
2022-12-06,Pen Pack,Office Supplies,East,848.4,14,74.35
2022-12-07,Baseball Cap,Apparel,West,1515.52,12,140.81
2022-12-07,Office Chair,Furniture,South,589.98,11,119.02
2022-12-07,Bluetooth Speaker,Electronics,West,107.19,1,36.13
2022-12-07,USB Hub,Electronics,Central,1046.76,13,229.34
2022-12-07,Bookshelf,Furniture,Central,134.38,6,28.97
2022-12-07,Wireless Mouse,Electronics,North,608.71,6,64.9
2022-12-08,Bluetooth Speaker,Electronics,South,52.3,1,7.27
2022-12-08,Bluetooth Speaker,Electronics,Central,146.76,5,21.22
2022-12-08,Baseball Cap,Apparel,North,214.82,2,48.57
2022-12-08,Office Chair,Furniture,Central,58.67,1,10.81
2022-12-08,Binder,Office Supplies,East,363.8,6,99.5
2022-12-09,Office Chair,Furniture,South,1409.85,13,205.38
2022-12-09,Filing Cabinet,Furniture,East,1376.83,14,113.76
2022-12-09,Running Shoes,Apparel,West,616.04,10,148.85
2022-12-09,Bluetooth Speaker,Electronics,East,997.93,14,87.7
2022-12-09,Running Shoes,Apparel,North,68.12,7,17.09
2022-12-09,Baseball Cap,Apparel,Central,50.39,4,16.73
2022-12-09,Polo Shirt,Apparel,South,43.02,1,14.89
2022-12-09,Desk Lamp,Furniture,West,367.68,4,82.24
2022-12-10,Notebook Set,Office Supplies,South,34.88,1,11.89
2022-12-10,Polo Shirt,Apparel,East,440.75,4,102.73
2022-12-10,Bluetooth Speaker,Electronics,North,208.73,8,70.54
2022-12-10,Pen Pack,Office Supplies,East,110.52,1,28.92
2022-12-11,Notebook Set,Office Supplies,Central,569.52,9,104.37
2022-12-11,Desk Lamp,Furniture,West,124.91,8,19.14
2022-12-11,Office Chair,Furniture,North,102.18,1,26.16
2022-12-11,Binder,Office Supplies,North,1275.4,11,340.92
2022-12-11,Winter Jacket,Apparel,West,779.61,13,100.87
2022-12-11,Winter Jacket,Apparel,South,562.49,10,79.24
2022-12-11,USB Hub,Electronics,East,415.73,4,40.11
2022-12-11,Pen Pack,Office Supplies,South,1381.99,12,355.77
2022-12-12,Polo Shirt,Apparel,West,1355.66,11,317.64
2022-12-12,Polo Shirt,Apparel,North,111.41,3,9.9
2022-12-12,Baseball Cap,Apparel,West,1859.91,13,340.56
2022-12-12,Baseball Cap,Apparel,West,366.97,4,93.72
2022-12-12,Notebook Set,Office Supplies,East,647.3,6,159.74
2022-12-12,Filing Cabinet,Furniture,Central,315.26,7,75.71
2022-12-12,Wireless Mouse,Electronics,South,1395.07,9,426.58
2022-12-12,Phone Case,Electronics,South,275.25,3,71.65
2022-12-13,Bookshelf,Furniture,West,118.48,11,23.56
2022-12-13,Desk Lamp,Furniture,North,527.51,6,120.58
2022-12-13,USB Hub,Electronics,East,579.65,5,108.42
2022-12-13,Stapler,Office Supplies,North,299.72,3,46.06
2022-12-13,Bookshelf,Furniture,Central,286.63,2,26.13
2022-12-13,Office Chair,Furniture,North,881.32,7,139.7
2022-12-13,Pen Pack,Office Supplies,South,156.17,3,41.87
2022-12-14,Running Shoes,Apparel,East,496.07,5,153.98
2022-12-14,Running Shoes,Apparel,East,1208.22,11,391.68
2022-12-14,Stapler,Office Supplies,North,941.64,8,98.29
2022-12-14,Winter Jacket,Apparel,Central,673.8,6,108.14
2022-12-14,Pen Pack,Office Supplies,South,875.61,6,102.25
2022-12-14,Office Chair,Furniture,South,740.51,12,148.33
2022-12-14,Baseball Cap,Apparel,East,2029.75,13,402.59
2022-12-14,Notebook Set,Office Supplies,East,377.58,4,124.33
2022-12-14,Phone Case,Electronics,North,842.71,8,68.5
2022-12-14,Filing Cabinet,Furniture,North,767.27,9,62.47
2022-12-14,Winter Jacket,Apparel,Central,245.07,10,58.27
2022-12-14,Wireless Mouse,Electronics,North,496.8,6,84.64
2022-12-14,Wireless Mouse,Electronics,West,195.29,2,27.05
2022-12-15,Baseball Cap,Apparel,Central,401.66,7,46.65
2022-12-15,Bluetooth Speaker,Electronics,East,1711.35,12,158.13
2022-12-15,Notebook Set,Office Supplies,Central,842.47,8,79.69
2022-12-15,Wireless Mouse,Electronics,West,1303.41,11,181.44
2022-12-15,Baseball Cap,Apparel,South,546.26,5,133.81
2022-12-15,Filing Cabinet,Furniture,South,426.03,6,77.61
2022-12-15,Bluetooth Speaker,Electronics,Central,231.69,5,29.35
2022-12-15,Running Shoes,Apparel,North,505.16,4,60.95
2022-12-15,USB Hub,Electronics,Central,264.33,8,51.69
2022-12-16,Baseball Cap,Apparel,Central,446.47,7,135.64
2022-12-16,Bookshelf,Furniture,East,181.86,4,19.88
2022-12-16,Running Shoes,Apparel,North,923.93,7,150.86
2022-12-16,Desk Lamp,Furniture,Central,381.97,7,100.11
2022-12-16,Bluetooth Speaker,Electronics,South,820.05,8,249.82
2022-12-16,Baseball Cap,Apparel,North,472.56,6,163.85
2022-12-17,Filing Cabinet,Furniture,Central,122.53,3,11.28
2022-12-17,Stapler,Office Supplies,South,449.6,14,145.9
2022-12-17,Notebook Set,Office Supplies,East,129.0,1,19.31
2022-12-18,Baseball Cap,Apparel,East,351.88,13,44.12
2022-12-18,Pen Pack,Office Supplies,North,65.96,1,7.13
2022-12-18,Wireless Mouse,Electronics,South,1055.37,9,350.44
2022-12-19,Wireless Mouse,Electronics,East,624.93,10,205.06
2022-12-19,Desk Lamp,Furniture,North,20.83,1,3.42
2022-12-19,USB Hub,Electronics,East,134.86,6,14.54
2022-12-19,Office Chair,Furniture,West,622.23,8,152.88
2022-12-19,Stapler,Office Supplies,East,1069.9,8,105.05
2022-12-19,Notebook Set,Office Supplies,East,76.94,5,11.2
2022-12-20,USB Hub,Electronics,Central,70.75,1,19.13
2022-12-20,Binder,Office Supplies,Central,405.85,8,54.67
2022-12-21,Filing Cabinet,Furniture,Central,77.19,1,9.9
2022-12-21,Baseball Cap,Apparel,West,345.15,10,38.68
2022-12-21,Running Shoes,Apparel,North,554.19,8,48.08
2022-12-21,Office Chair,Furniture,North,314.99,2,77.8
2022-12-21,Office Chair,Furniture,South,679.89,8,192.2
2022-12-21,Running Shoes,Apparel,East,383.33,6,50.83
2022-12-21,Stapler,Office Supplies,South,43.77,2,6.44
2022-12-21,Wireless Mouse,Electronics,North,240.95,11,39.52
2022-12-21,Pen Pack,Office Supplies,East,147.73,1,41.67
2022-12-21,Pen Pack,Office Supplies,North,289.03,7,72.27
2022-12-21,Polo Shirt,Apparel,North,1115.61,8,131.8
2022-12-22,Baseball Cap,Apparel,North,356.88,3,103.95
2022-12-22,Bluetooth Speaker,Electronics,West,502.42,5,152.4
2022-12-22,Bookshelf,Furniture,South,786.01,10,250.69
2022-12-23,Office Chair,Furniture,South,251.92,2,85.69
2022-12-23,Baseball Cap,Apparel,Central,1081.15,9,197.64
2022-12-23,Bookshelf,Furniture,North,188.81,3,25.52
2022-12-23,Wireless Mouse,Electronics,North,1005.46,7,246.72
2022-12-24,Wireless Mouse,Electronics,West,242.52,3,20.34
2022-12-24,Desk Lamp,Furniture,East,1605.18,14,500.65
2022-12-24,Phone Case,Electronics,North,53.11,1,6.27
2022-12-24,Phone Case,Electronics,Central,883.92,13,120.2
2022-12-24,Bluetooth Speaker,Electronics,North,913.55,6,87.71
2022-12-24,Phone Case,Electronics,West,1479.13,13,387.22
2022-12-24,Bluetooth Speaker,Electronics,West,485.47,14,160.6
2022-12-24,Stapler,Office Supplies,South,1089.73,12,171.96
2022-12-25,Polo Shirt,Apparel,Central,719.98,6,188.65
2022-12-25,USB Hub,Electronics,West,107.25,1,32.89
2022-12-25,Stapler,Office Supplies,East,791.85,7,253.47
2022-12-25,Bookshelf,Furniture,Central,135.03,3,24.02
2022-12-25,USB Hub,Electronics,Central,477.14,5,86.61
2022-12-26,Winter Jacket,Apparel,East,1192.29,8,297.78
2022-12-26,Baseball Cap,Apparel,West,935.61,10,159.83
2022-12-26,Bookshelf,Furniture,East,794.41,8,86.86
2022-12-26,USB Hub,Electronics,Central,354.56,4,89.95
2022-12-26,Polo Shirt,Apparel,West,113.27,3,30.53
2022-12-26,Bluetooth Speaker,Electronics,West,103.25,3,16.08
2022-12-26,Wireless Mouse,Electronics,East,126.37,8,41.95
2022-12-26,Desk Lamp,Furniture,East,434.1,5,123.98
2022-12-26,Baseball Cap,Apparel,Central,531.81,5,84.22
2022-12-26,Phone Case,Electronics,West,664.68,8,70.35
2022-12-26,Desk Lamp,Furniture,North,186.29,5,54.64
2022-12-26,Desk Lamp,Furniture,West,105.38,1,15.74
2022-12-27,USB Hub,Electronics,East,600.76,12,136.17
2022-12-27,Phone Case,Electronics,East,1158.39,10,401.62
2022-12-28,Bluetooth Speaker,Electronics,Central,1101.58,13,211.06
2022-12-28,Notebook Set,Office Supplies,East,1419.0,10,158.09
2022-12-28,Running Shoes,Apparel,South,783.02,13,249.99
2022-12-28,Wireless Mouse,Electronics,South,173.58,8,36.41
2022-12-28,Filing Cabinet,Furniture,East,883.41,13,185.6
2022-12-28,Phone Case,Electronics,Central,89.55,1,20.5
2022-12-28,Wireless Mouse,Electronics,West,1050.49,9,125.24
2022-12-29,Office Chair,Furniture,North,1157.87,12,264.06
2022-12-29,Bookshelf,Furniture,North,784.95,13,160.52
2022-12-29,Bluetooth Speaker,Electronics,East,466.2,10,136.97
2022-12-29,USB Hub,Electronics,East,836.59,6,289.1
2022-12-29,Baseball Cap,Apparel,Central,483.39,14,94.76
2022-12-29,Binder,Office Supplies,Central,113.28,1,13.89
2022-12-30,Binder,Office Supplies,South,423.64,5,141.82
2022-12-31,USB Hub,Electronics,West,544.02,4,131.98
2022-12-31,Phone Case,Electronics,North,1207.98,10,361.59
2022-12-31,Stapler,Office Supplies,West,87.17,1,29.4
2022-12-31,Binder,Office Supplies,East,297.38,4,102.9
2022-12-31,Winter Jacket,Apparel,Central,797.12,6,243.79
2022-12-31,Baseball Cap,Apparel,West,943.13,10,312.55
2022-12-31,Stapler,Office Supplies,North,850.81,8,256.21
2023-01-01,Desk Lamp,Furniture,North,1285.1,13,256.66
2023-01-01,Desk Lamp,Furniture,Central,368.2,10,114.99
2023-01-01,Binder,Office Supplies,Central,1840.26,13,212.65
2023-01-01,Running Shoes,Apparel,Central,142.69,1,17.42
2023-01-01,Stapler,Office Supplies,North,227.81,2,75.22
2023-01-01,Office Chair,Furniture,North,367.96,13,113.75
2023-01-02,Wireless Mouse,Electronics,South,1780.58,14,407.55
2023-01-02,Desk Lamp,Furniture,South,100.81,5,21.56
2023-01-02,Bookshelf,Furniture,South,267.14,3,75.69
2023-01-02,Binder,Office Supplies,East,736.9,13,84.2
2023-01-02,Polo Shirt,Apparel,Central,1591.5,11,543.52
2023-01-02,Phone Case,Electronics,East,341.45,13,84.73
2023-01-02,Office Chair,Furniture,West,915.76,13,256.04
2023-01-03,Office Chair,Furniture,West,729.55,14,222.25
2023-01-03,Winter Jacket,Apparel,North,203.06,6,30.24
2023-01-03,Binder,Office Supplies,East,1724.79,13,594.37
2023-01-03,Office Chair,Furniture,South,960.5,10,215.95
2023-01-03,Filing Cabinet,Furniture,Central,123.36,6,24.32
2023-01-03,Notebook Set,Office Supplies,South,559.75,13,128.0
2023-01-04,Baseball Cap,Apparel,North,30.84,1,8.9
2023-01-04,USB Hub,Electronics,Central,1361.18,12,453.74
2023-01-04,Phone Case,Electronics,South,632.25,13,134.63
2023-01-04,Wireless Mouse,Electronics,South,1891.05,14,344.61
2023-01-04,Stapler,Office Supplies,East,633.31,12,70.56
2023-01-04,Desk Lamp,Furniture,North,256.65,2,66.68
2023-01-04,Desk Lamp,Furniture,Central,792.08,6,165.84
2023-01-04,Binder,Office Supplies,South,1081.84,12,193.52
2023-01-05,Polo Shirt,Apparel,North,1832.7,13,594.72
2023-01-05,Bluetooth Speaker,Electronics,South,1536.9,12,482.04
2023-01-05,Filing Cabinet,Furniture,South,117.02,2,29.85
2023-01-05,Stapler,Office Supplies,North,1462.52,12,440.76
2023-01-05,Pen Pack,Office Supplies,South,290.11,4,75.57
2023-01-05,Notebook Set,Office Supplies,South,799.6,8,278.14
2023-01-05,Phone Case,Electronics,South,642.73,5,114.65
2023-01-05,Wireless Mouse,Electronics,North,442.64,3,151.03
2023-01-05,Polo Shirt,Apparel,East,210.27,12,38.2
2023-01-05,Running Shoes,Apparel,East,95.58,1,19.33
2023-01-05,Phone Case,Electronics,East,81.59,1,19.96
2023-01-06,Filing Cabinet,Furniture,North,145.01,2,13.99
2023-01-06,Filing Cabinet,Furniture,South,127.14,6,23.8
2023-01-06,Polo Shirt,Apparel,Central,923.85,7,317.84
2023-01-06,Bluetooth Speaker,Electronics,East,166.48,2,46.71
2023-01-06,Polo Shirt,Apparel,Central,1205.62,9,209.7
2023-01-06,USB Hub,Electronics,West,810.62,11,143.25
2023-01-06,Notebook Set,Office Supplies,South,1454.96,13,284.77
2023-01-06,Baseball Cap,Apparel,East,860.26,7,117.97
2023-01-06,Bookshelf,Furniture,South,505.05,6,155.63
2023-01-06,Office Chair,Furniture,East,583.97,5,101.96
2023-01-06,Polo Shirt,Apparel,Central,1120.02,11,247.42
2023-01-07,Binder,Office Supplies,South,114.74,1,25.64
2023-01-07,Filing Cabinet,Furniture,Central,455.96,8,143.94
2023-01-07,Bookshelf,Furniture,Central,144.48,12,35.75
2023-01-07,Desk Lamp,Furniture,East,2039.35,14,334.37
2023-01-07,Binder,Office Supplies,Central,1539.58,14,225.57
2023-01-08,Phone Case,Electronics,West,943.42,14,273.61
2023-01-08,Wireless Mouse,Electronics,West,374.03,6,58.05
2023-01-08,Baseball Cap,Apparel,East,718.74,14,76.99
2023-01-09,Polo Shirt,Apparel,North,416.4,4,80.85
2023-01-09,Binder,Office Supplies,South,701.2,7,119.65
2023-01-09,Running Shoes,Apparel,East,151.93,5,36.03
2023-01-09,Stapler,Office Supplies,Central,1571.16,12,409.17
2023-01-09,Binder,Office Supplies,West,278.08,8,69.43
2023-01-09,Notebook Set,Office Supplies,West,2051.71,14,568.15
2023-01-09,Stapler,Office Supplies,West,100.69,10,14.07
2023-01-09,Bluetooth Speaker,Electronics,Central,746.94,10,246.23
2023-01-09,Winter Jacket,Apparel,West,248.95,11,31.71
2023-01-10,Stapler,Office Supplies,South,416.93,6,123.0
2023-01-10,Binder,Office Supplies,North,1290.06,13,163.58
2023-01-10,Bookshelf,Furniture,East,812.65,9,80.57
2023-01-10,Bluetooth Speaker,Electronics,North,288.73,3,60.84
2023-01-10,Baseball Cap,Apparel,Central,428.59,11,52.69
2023-01-10,Office Chair,Furniture,North,325.42,14,88.23
2023-01-10,Bookshelf,Furniture,Central,449.96,4,40.26
2023-01-11,Polo Shirt,Apparel,East,1023.31,10,219.17
2023-01-11,Desk Lamp,Furniture,South,610.98,13,64.35
2023-01-11,Filing Cabinet,Furniture,East,952.69,12,307.84
2023-01-11,Notebook Set,Office Supplies,South,665.08,9,231.38
2023-01-11,Office Chair,Furniture,South,37.14,2,4.49
2023-01-11,Pen Pack,Office Supplies,East,268.16,3,69.73
2023-01-12,Running Shoes,Apparel,Central,491.89,10,69.9
2023-01-12,Notebook Set,Office Supplies,West,1350.87,11,264.32
2023-01-12,Polo Shirt,Apparel,South,151.97,9,44.25
2023-01-13,Polo Shirt,Apparel,West,889.56,6,143.54
2023-01-13,Baseball Cap,Apparel,North,372.54,6,57.98
2023-01-13,Bluetooth Speaker,Electronics,West,334.08,4,64.53
2023-01-13,Notebook Set,Office Supplies,Central,630.13,12,78.98
2023-01-13,Notebook Set,Office Supplies,North,318.85,12,61.03
2023-01-13,Stapler,Office Supplies,South,154.53,3,35.42
2023-01-13,Bluetooth Speaker,Electronics,Central,364.5,8,65.84
2023-01-13,Filing Cabinet,Furniture,West,236.63,4,51.22
2023-01-14,Bookshelf,Furniture,North,223.18,2,59.3
2023-01-14,Baseball Cap,Apparel,East,120.45,1,39.1
2023-01-14,Baseball Cap,Apparel,West,1529.54,10,501.85
2023-01-14,Bluetooth Speaker,Electronics,Central,108.16,2,10.3
2023-01-14,Office Chair,Furniture,South,1728.1,14,475.51
2023-01-15,Binder,Office Supplies,East,717.76,6,84.03
2023-01-15,Wireless Mouse,Electronics,East,802.93,9,112.52
2023-01-15,USB Hub,Electronics,East,649.8,11,95.44
2023-01-15,Pen Pack,Office Supplies,North,246.83,3,50.8
2023-01-15,Desk Lamp,Furniture,West,180.34,4,35.33
2023-01-15,USB Hub,Electronics,Central,259.14,3,39.07
2023-01-15,Winter Jacket,Apparel,South,85.64,2,7.83
2023-01-16,Wireless Mouse,Electronics,South,270.53,6,79.58
2023-01-16,Running Shoes,Apparel,South,222.1,7,32.35
2023-01-16,Winter Jacket,Apparel,Central,1412.22,11,357.84
2023-01-16,Binder,Office Supplies,West,894.68,8,306.7
2023-01-16,Filing Cabinet,Furniture,North,530.12,9,57.54
2023-01-16,Stapler,Office Supplies,South,367.34,4,111.61
2023-01-16,Winter Jacket,Apparel,North,8.15,1,1.65
2023-01-16,Wireless Mouse,Electronics,Central,1171.67,10,142.01
2023-01-16,USB Hub,Electronics,West,128.77,4,41.2
2023-01-17,Filing Cabinet,Furniture,Central,735.03,11,70.35
2023-01-17,Winter Jacket,Apparel,East,98.96,6,28.77
2023-01-17,Office Chair,Furniture,West,163.61,4,44.79
2023-01-17,Office Chair,Furniture,North,877.9,11,140.0
2023-01-17,Winter Jacket,Apparel,Central,919.04,11,275.24
2023-01-17,Wireless Mouse,Electronics,South,914.38,11,221.15
2023-01-18,Notebook Set,Office Supplies,Central,692.63,8,74.01
2023-01-18,Desk Lamp,Furniture,West,578.15,12,108.21
2023-01-18,Bluetooth Speaker,Electronics,Central,110.27,5,9.46
2023-01-18,Bookshelf,Furniture,West,452.04,11,109.82
2023-01-18,Desk Lamp,Furniture,South,186.51,10,19.78
2023-01-18,Office Chair,Furniture,West,612.79,14,95.97
2023-01-18,Wireless Mouse,Electronics,East,179.31,4,22.82
2023-01-18,Wireless Mouse,Electronics,Central,180.63,2,17.0
2023-01-18,Stapler,Office Supplies,Central,1071.08,12,368.49
2023-01-18,Bluetooth Speaker,Electronics,North,795.68,11,180.38
2023-01-18,Filing Cabinet,Furniture,Central,363.85,5,59.32
2023-01-19,Pen Pack,Office Supplies,West,17.72,1,1.92
2023-01-19,Binder,Office Supplies,South,1272.28,14,181.38
2023-01-19,Stapler,Office Supplies,South,493.01,8,69.58
2023-01-19,Wireless Mouse,Electronics,West,869.1,9,281.11
2023-01-19,Office Chair,Furniture,East,381.23,6,61.42
2023-01-20,Filing Cabinet,Furniture,West,186.09,12,58.76
2023-01-20,Baseball Cap,Apparel,South,561.51,4,108.75
2023-01-20,Winter Jacket,Apparel,Central,1546.08,13,242.27
2023-01-20,Running Shoes,Apparel,Central,670.13,13,78.49
2023-01-20,Notebook Set,Office Supplies,Central,931.2,11,240.85
2023-01-20,Stapler,Office Supplies,Central,1172.55,14,298.54
2023-01-20,Pen Pack,Office Supplies,North,212.22,5,70.59
2023-01-20,Baseball Cap,Apparel,West,1062.0,11,214.1
2023-01-21,Notebook Set,Office Supplies,West,287.76,13,62.33
2023-01-21,Bookshelf,Furniture,Central,450.59,6,124.0
2023-01-21,Desk Lamp,Furniture,East,1040.53,12,226.18
2023-01-21,USB Hub,Electronics,North,142.63,8,19.56
2023-01-21,Desk Lamp,Furniture,West,447.88,8,70.63
2023-01-21,Notebook Set,Office Supplies,South,1106.91,13,176.3
2023-01-21,Bluetooth Speaker,Electronics,West,198.68,9,59.17
2023-01-22,Bookshelf,Furniture,East,214.98,4,52.25
2023-01-22,Polo Shirt,Apparel,Central,907.07,9,227.11
2023-01-22,Office Chair,Furniture,South,197.83,5,52.32
2023-01-22,Desk Lamp,Furniture,North,194.74,3,46.68
2023-01-22,Phone Case,Electronics,Central,82.56,1,25.86
2023-01-22,Wireless Mouse,Electronics,Central,427.02,5,50.66
2023-01-23,Wireless Mouse,Electronics,East,595.31,13,66.93
2023-01-23,Filing Cabinet,Furniture,West,1291.74,13,233.11
2023-01-23,Filing Cabinet,Furniture,South,96.64,9,15.06
2023-01-23,Phone Case,Electronics,North,369.49,6,75.84
2023-01-23,Bookshelf,Furniture,East,626.65,11,124.66
2023-01-23,USB Hub,Electronics,Central,590.78,9,114.04
2023-01-24,Bookshelf,Furniture,Central,319.4,7,84.36
2023-01-24,Stapler,Office Supplies,West,1553.37,14,188.66
2023-01-24,Baseball Cap,Apparel,South,371.91,3,76.75
2023-01-24,Wireless Mouse,Electronics,Central,872.76,10,187.72
2023-01-24,Bookshelf,Furniture,West,266.81,2,28.18
2023-01-25,USB Hub,Electronics,South,1056.19,7,297.98
2023-01-25,Bookshelf,Furniture,East,473.16,11,107.58
2023-01-25,Phone Case,Electronics,North,215.15,2,40.13
2023-01-25,Bluetooth Speaker,Electronics,North,1294.7,9,311.64
2023-01-25,Filing Cabinet,Furniture,West,97.7,1,22.63
2023-01-25,Bookshelf,Furniture,Central,391.28,4,83.18
2023-01-25,Pen Pack,Office Supplies,West,79.07,1,19.78
2023-01-25,Bookshelf,Furniture,East,579.85,11,190.86
2023-01-25,Bluetooth Speaker,Electronics,Central,1112.73,9,192.31
2023-01-26,Bookshelf,Furniture,Central,97.53,3,13.96
2023-01-26,Running Shoes,Apparel,North,26.32,2,4.68
2023-01-26,Notebook Set,Office Supplies,West,144.27,4,48.16
2023-01-26,Filing Cabinet,Furniture,North,572.64,7,79.42
2023-01-26,Pen Pack,Office Supplies,West,862.76,13,188.18
2023-01-26,Pen Pack,Office Supplies,South,983.53,11,344.09
2023-01-27,Notebook Set,Office Supplies,West,384.15,3,75.29
2023-01-27,Phone Case,Electronics,West,320.66,5,108.41
2023-01-27,Running Shoes,Apparel,Central,205.93,5,36.41
2023-01-27,Bluetooth Speaker,Electronics,West,831.51,7,216.6
2023-01-27,Baseball Cap,Apparel,South,1153.13,13,259.22
2023-01-27,USB Hub,Electronics,East,108.58,3,25.43
2023-01-27,Notebook Set,Office Supplies,West,650.22,6,187.47
2023-01-28,Polo Shirt,Apparel,South,1704.96,13,563.7
2023-01-28,Stapler,Office Supplies,West,485.62,4,89.47
2023-01-28,Pen Pack,Office Supplies,Central,887.9,13,153.73
2023-01-28,Filing Cabinet,Furniture,West,525.78,4,94.8
2023-01-28,Pen Pack,Office Supplies,West,744.76,9,252.24
2023-01-28,Baseball Cap,Apparel,South,431.09,5,111.79
2023-01-28,Phone Case,Electronics,North,862.93,11,152.76
2023-01-28,Wireless Mouse,Electronics,Central,145.77,14,21.24
2023-01-28,Binder,Office Supplies,South,1150.04,10,249.85
2023-01-29,Polo Shirt,Apparel,West,357.87,7,48.76
2023-01-29,Desk Lamp,Furniture,Central,202.97,3,66.61
2023-01-29,Filing Cabinet,Furniture,South,139.04,2,38.26
2023-01-29,Notebook Set,Office Supplies,South,376.48,4,96.89
2023-01-29,Polo Shirt,Apparel,North,1056.37,14,331.84
2023-01-29,Winter Jacket,Apparel,West,236.39,2,72.95
2023-01-29,Winter Jacket,Apparel,Central,429.96,14,46.24
2023-01-29,Baseball Cap,Apparel,Central,1027.18,7,217.02
2023-01-29,Stapler,Office Supplies,Central,878.53,14,185.83
2023-01-30,Winter Jacket,Apparel,North,1842.04,14,210.49
2023-01-30,Stapler,Office Supplies,Central,80.07,3,9.83
2023-01-30,Running Shoes,Apparel,Central,511.44,7,91.1
2023-01-30,USB Hub,Electronics,Central,157.04,10,38.67
2023-01-31,Office Chair,Furniture,North,845.32,9,245.84
2023-01-31,Phone Case,Electronics,West,287.71,5,45.46
2023-01-31,Pen Pack,Office Supplies,South,1235.14,11,239.87
2023-01-31,Binder,Office Supplies,Central,353.05,6,87.63
2023-01-31,Desk Lamp,Furniture,Central,1531.25,14,328.71
2023-01-31,Polo Shirt,Apparel,North,1044.27,8,332.66
2023-01-31,Pen Pack,Office Supplies,South,122.63,1,14.48
2023-01-31,Notebook Set,Office Supplies,South,54.43,4,9.85
2023-02-01,Wireless Mouse,Electronics,East,295.92,8,49.42
2023-02-01,Desk Lamp,Furniture,North,831.02,14,162.14
2023-02-01,Polo Shirt,Apparel,East,118.07,4,20.07
2023-02-01,Desk Lamp,Furniture,West,673.91,6,75.58
2023-02-01,Phone Case,Electronics,West,175.9,4,31.46
2023-02-01,Stapler,Office Supplies,West,684.59,7,185.9
2023-02-01,Stapler,Office Supplies,South,1061.23,9,288.82
2023-02-01,Notebook Set,Office Supplies,Central,1105.5,11,352.86
2023-02-01,Filing Cabinet,Furniture,North,141.06,9,47.57
2023-02-01,Phone Case,Electronics,Central,256.12,12,71.58
2023-02-01,Polo Shirt,Apparel,Central,1132.78,8,122.47
2023-02-02,Binder,Office Supplies,East,96.71,6,11.16
2023-02-02,Running Shoes,Apparel,South,1092.06,13,136.69
2023-02-02,Office Chair,Furniture,Central,1376.73,14,175.12
2023-02-02,Filing Cabinet,Furniture,Central,315.21,3,109.95
2023-02-02,Phone Case,Electronics,Central,601.83,5,99.8
2023-02-02,Notebook Set,Office Supplies,West,887.99,7,259.68
2023-02-02,Running Shoes,Apparel,West,165.77,5,17.87
2023-02-02,Stapler,Office Supplies,Central,832.09,11,264.48
2023-02-02,Desk Lamp,Furniture,North,849.28,8,172.44
2023-02-03,Baseball Cap,Apparel,West,220.2,11,76.51
2023-02-03,Winter Jacket,Apparel,South,165.27,2,53.22
2023-02-03,Filing Cabinet,Furniture,Central,662.55,12,103.6
2023-02-03,Phone Case,Electronics,East,443.64,8,107.89
2023-02-03,Pen Pack,Office Supplies,North,223.49,4,55.91
2023-02-03,Bluetooth Speaker,Electronics,South,346.72,5,105.98
2023-02-04,Desk Lamp,Furniture,South,1270.12,12,428.39
2023-02-04,Binder,Office Supplies,South,603.52,4,122.93
2023-02-04,Stapler,Office Supplies,South,770.91,7,64.88
2023-02-04,Running Shoes,Apparel,South,420.66,13,96.17
2023-02-04,USB Hub,Electronics,East,1486.08,13,402.08
2023-02-04,Phone Case,Electronics,North,59.81,1,9.19
2023-02-04,Pen Pack,Office Supplies,West,800.71,11,247.18
2023-02-04,Office Chair,Furniture,South,1799.42,14,339.3
2023-02-04,Filing Cabinet,Furniture,West,283.67,3,82.3
2023-02-04,USB Hub,Electronics,West,1346.92,11,352.64
2023-02-04,Bookshelf,Furniture,East,779.69,11,210.68
2023-02-05,Running Shoes,Apparel,North,930.58,14,81.74
2023-02-05,Desk Lamp,Furniture,South,222.16,11,42.81
2023-02-05,Bookshelf,Furniture,West,487.91,13,146.52
2023-02-05,Binder,Office Supplies,Central,42.05,1,3.72
2023-02-05,Binder,Office Supplies,North,762.45,14,231.13
2023-02-05,Office Chair,Furniture,North,652.18,8,61.94
2023-02-05,Binder,Office Supplies,East,551.84,11,99.73
2023-02-06,Notebook Set,Office Supplies,South,723.78,7,113.64
2023-02-06,USB Hub,Electronics,Central,78.49,2,21.8
2023-02-06,Polo Shirt,Apparel,West,723.14,8,140.77
2023-02-06,Winter Jacket,Apparel,West,192.39,4,19.35
2023-02-06,Filing Cabinet,Furniture,South,1042.53,11,299.36
2023-02-06,Filing Cabinet,Furniture,East,742.08,9,133.37
2023-02-07,Desk Lamp,Furniture,East,774.68,10,143.58
2023-02-07,Bluetooth Speaker,Electronics,West,382.34,6,93.63
2023-02-07,USB Hub,Electronics,South,593.97,9,126.17
2023-02-07,Office Chair,Furniture,East,155.66,2,33.98
2023-02-07,Office Chair,Furniture,West,1807.08,14,616.35
2023-02-08,Running Shoes,Apparel,East,807.62,7,225.3
2023-02-08,Running Shoes,Apparel,Central,418.6,4,89.86
2023-02-09,Desk Lamp,Furniture,South,347.47,8,71.61
2023-02-09,Polo Shirt,Apparel,North,1026.3,9,273.62
2023-02-09,Office Chair,Furniture,South,75.03,2,19.51
2023-02-09,USB Hub,Electronics,North,247.47,3,45.04
